Real Estate Home Knowledge,Property ID,Address,Last Sale Date,Previous Owners Count,Equity Percentage,Mortgage Default History,Loan-to-Value (LTV) Ratio,Tax Delinquency Year,Liens Amount,Bankruptcy Status,Foreclosure Status,Years Since Last Sale,Has Liens,Low Equity,Distress
Probate,1599,"123 Example St, City, State 1599",2032-12-17,1,44.81,0.0,41.2,2025,7215,0.0,0.0,-7,True,True,1
Unpaid Taxes,1600,"123 Example St, City, State 1600",2023-07-28,0,23.81,0.0,55.57,2027,8635,0.0,0.0,2,True,True,1
Unpaid Taxes,1601,"123 Example St, City, State 1601",2021-10-09,2,65.17,0.0,24.89,2021,7956,0.0,0.0,4,True,True,1
Lien,1602,"123 Example St, City, State 1602",2019-02-03,5,53.68,0.0,27.18,2020,9137,0.0,0.0,6,True,True,1
Lien,1603,"123 Example St, City, State 1603",2021-07-20,4,61.39,0.0,76.89,2029,1916,0.0,0.0,4,False,True,1
HOA Violations,1604,"123 Example St, City, State 1604",2017-12-19,0,10.52,0.0,68.43,2016,5391,0.0,0.0,8,True,True,1
Property Damage,1605,"123 Example St, City, State 1605",2028-10-20,4,27.17,0.0,51.64,2010,5991,0.0,0.0,-3,True,True,1
Loan Modification,1606,"123 Example St, City, State 1606",2016-02-02,4,68.9,0.0,69.27,2020,6127,0.0,0.0,9,True,True,1
Lien,1607,"123 Example St, City, State 1607",2021-12-13,1,48.38,0.0,58.2,2020,9051,0.0,0.0,4,True,True,1
Unpaid Taxes,1608,"123 Example St, City, State 1608",2017-09-15,1,8.46,0.0,73.04,2028,8232,0.0,0.0,8,True,True,1
Lien,1609,"123 Example St, City, State 1609",2015-07-20,4,76.91,0.0,63.22,2013,1255,0.0,0.0,10,False,True,1
Short Sale,1610,"123 Example St, City, State 1610",2024-11-25,5,79.26,0.0,36.14,2018,6169,0.0,0.0,1,True,True,1
Loan Modification,1611,"123 Example St, City, State 1611",2019-01-11,0,8.28,0.0,36.04,2025,7099,0.0,0.0,6,True,True,1
Foreclosure,1612,"123 Example St, City, State 1612",2021-02-16,5,60.75,0.0,26.26,2028,4865,0.0,0.0,4,False,True,1
Probate,1613,"123 Example St, City, State 1613",2026-04-23,4,73.8,0.0,39.07,2022,3066,0.0,0.0,-1,False,True,1
Unpaid Taxes,1614,"123 Example St, City, State 1614",2026-02-18,2,15.0,0.0,66.63,2013,9413,0.0,0.0,-1,True,True,1
Probate,1615,"123 Example St, City, State 1615",2028-02-06,0,30.49,0.0,29.38,2013,7310,0.0,0.0,-3,True,True,1
Lien,1616,"123 Example St, City, State 1616",2015-02-16,3,66.8,0.0,41.03,2015,6314,0.0,0.0,10,True,True,1
HOA Violations,1617,"123 Example St, City, State 1617",2030-09-14,1,85.48,0.0,49.57,2027,5067,0.0,0.0,-5,True,True,1
Short Sale,1618,"123 Example St, City, State 1618",2027-12-29,5,69.46,0.0,53.97,2026,7263,0.0,0.0,-2,True,True,1
Lien,1619,"123 Example St, City, State 1619",2033-03-13,0,89.39,0.0,71.3,2012,5131,0.0,0.0,-8,True,True,1
Short Sale,1620,"123 Example St, City, State 1620",2023-03-12,0,40.47,0.0,71.82,2023,2870,0.0,0.0,2,False,True,0
Property Damage,1621,"123 Example St, City, State 1621",2034-09-25,1,57.18,0.0,30.6,2013,1078,0.0,0.0,-9,False,True,1
Bankruptcy,1622,"123 Example St, City, State 1622",2026-01-06,1,45.58,0.0,49.13,2023,9433,0.0,0.0,-1,True,True,1
Probate,1623,"123 Example St, City, State 1623",2019-09-07,3,11.35,0.0,56.03,2012,8435,0.0,0.0,6,True,True,1
Property Damage,1624,"123 Example St, City, State 1624",2029-02-21,1,64.9,0.0,27.66,2024,1832,0.0,0.0,-4,False,True,0
Foreclosure,1625,"123 Example St, City, State 1625",2025-05-13,3,37.92,0.0,43.31,2023,9359,0.0,0.0,0,True,True,1
Unpaid Taxes,1626,"123 Example St, City, State 1626",2032-08-05,1,7.11,0.0,54.96,2026,2700,0.0,0.0,-7,False,True,1
Lien,1627,"123 Example St, City, State 1627",2020-01-28,1,8.56,0.0,78.15,2012,8390,0.0,0.0,5,True,True,1
Lien,1628,"123 Example St, City, State 1628",2034-11-06,1,41.31,0.0,53.5,2023,8905,0.0,0.0,-9,True,True,1
Foreclosure,1629,"123 Example St, City, State 1629",2018-09-06,0,7.52,0.0,58.02,2024,7724,0.0,0.0,7,True,True,1
Short Sale,1630,"123 Example St, City, State 1630",2018-04-29,1,34.84,0.0,68.42,2020,4742,0.0,0.0,7,False,True,0
Probate,1631,"123 Example St, City, State 1631",2020-04-25,5,83.98,0.0,64.56,2019,9603,0.0,0.0,5,True,True,1
Loan Modification,1632,"123 Example St, City, State 1632",2016-01-07,3,32.62,0.0,33.98,2010,5882,0.0,0.0,9,True,True,1
Unpaid Taxes,1633,"123 Example St, City, State 1633",2017-11-20,4,75.2,0.0,29.8,2029,5818,0.0,0.0,8,True,True,1
Foreclosure,1634,"123 Example St, City, State 1634",2028-01-14,0,26.81,0.0,33.54,2016,6042,0.0,0.0,-3,True,True,1
Loan Modification,1635,"123 Example St, City, State 1635",2028-05-08,0,24.44,0.0,36.07,2030,6327,0.0,0.0,-3,True,True,1
Title Issues,1636,"123 Example St, City, State 1636",2028-07-01,1,42.56,0.0,27.04,2025,1780,0.0,0.0,-3,False,True,0
Probate,1637,"123 Example St, City, State 1637",2020-10-19,3,45.33,0.0,57.82,2029,7217,0.0,0.0,5,True,True,1
Probate,1638,"123 Example St, City, State 1638",2018-07-01,0,66.35,0.0,48.95,2011,4058,0.0,0.0,7,False,True,1
Unpaid Taxes,1639,"123 Example St, City, State 1639",2018-05-18,3,18.2,0.0,56.12,2027,9332,0.0,0.0,7,True,True,1
Lien,1640,"123 Example St, City, State 1640",2031-09-22,3,43.62,0.0,78.57,2012,4288,0.0,0.0,-6,False,True,1
Property Damage,1641,"123 Example St, City, State 1641",2017-02-20,4,40.83,0.0,43.88,2023,2576,0.0,0.0,8,False,True,1
HOA Violations,1642,"123 Example St, City, State 1642",2019-04-29,4,89.52,0.0,40.55,2018,5909,0.0,0.0,6,True,True,1
Title Issues,1643,"123 Example St, City, State 1643",2031-01-21,0,73.98,0.0,50.73,2022,4573,0.0,0.0,-6,False,True,0
Bankruptcy,1644,"123 Example St, City, State 1644",2025-10-05,4,75.57,0.0,69.91,2012,7611,0.0,0.0,0,True,True,1
Probate,1645,"123 Example St, City, State 1645",2026-01-26,1,43.66,0.0,33.01,2011,1479,0.0,0.0,-1,False,True,1
Foreclosure,1646,"123 Example St, City, State 1646",2026-05-13,2,94.73,0.0,46.71,2030,5944,0.0,0.0,-1,True,True,1
Property Damage,1647,"123 Example St, City, State 1647",2018-07-03,5,27.71,0.0,54.94,2018,6283,0.0,0.0,7,True,True,1
Property Damage,1648,"123 Example St, City, State 1648",2025-06-06,3,8.23,0.0,75.43,2010,9791,0.0,0.0,0,True,True,1
Unpaid Taxes,1649,"123 Example St, City, State 1649",2024-07-14,3,44.96,0.0,71.33,2026,3768,0.0,0.0,1,False,True,1
Unpaid Taxes,1650,"123 Example St, City, State 1650",2023-12-10,0,72.62,0.0,45.0,2010,5355,0.0,0.0,2,True,True,1
Foreclosure,1651,"123 Example St, City, State 1651",2024-09-21,0,55.76,0.0,45.53,2014,1157,0.0,0.0,1,False,True,1
HOA Violations,1652,"123 Example St, City, State 1652",2024-07-04,1,51.36,0.0,37.42,2011,7202,0.0,0.0,1,True,True,1
HOA Violations,1653,"123 Example St, City, State 1653",2023-06-29,0,34.64,0.0,53.64,2027,8349,0.0,0.0,2,True,True,1
Property Damage,1654,"123 Example St, City, State 1654",2028-04-29,0,31.36,0.0,49.22,2016,8431,0.0,0.0,-3,True,True,1
Property Damage,1655,"123 Example St, City, State 1655",2018-02-19,3,29.32,0.0,79.0,2022,1776,0.0,0.0,7,False,True,1
Probate,1656,"123 Example St, City, State 1656",2034-06-12,2,94.53,0.0,22.95,2023,2342,0.0,0.0,-9,False,True,0
Unpaid Taxes,1657,"123 Example St, City, State 1657",2024-03-04,3,81.4,0.0,64.99,2012,8827,0.0,0.0,1,True,True,1
Property Damage,1658,"123 Example St, City, State 1658",2029-03-12,1,89.22,0.0,45.13,2028,8715,0.0,0.0,-4,True,True,1
Foreclosure,1659,"123 Example St, City, State 1659",2016-09-05,1,29.02,0.0,25.54,2012,1015,0.0,0.0,9,False,True,1
Unpaid Taxes,1660,"123 Example St, City, State 1660",2022-12-02,3,42.63,0.0,59.41,2018,3120,0.0,0.0,3,False,True,1
Lien,1661,"123 Example St, City, State 1661",2021-05-15,2,89.56,0.0,39.56,2021,1222,0.0,0.0,4,False,True,0
Unpaid Taxes,1662,"123 Example St, City, State 1662",2022-05-06,3,15.03,0.0,43.33,2013,6261,0.0,0.0,3,True,True,1
Property Damage,1663,"123 Example St, City, State 1663",2016-02-20,5,91.17,0.0,60.26,2016,4794,0.0,0.0,9,False,True,1
Lien,1664,"123 Example St, City, State 1664",2022-02-28,2,34.65,0.0,26.68,2024,8738,0.0,0.0,3,True,True,1
Property Damage,1665,"123 Example St, City, State 1665",2015-07-13,0,25.67,0.0,51.23,2028,9031,0.0,0.0,10,True,True,1
Property Damage,1666,"123 Example St, City, State 1666",2015-01-18,1,45.54,0.0,52.13,2025,1797,0.0,0.0,10,False,True,0
Unpaid Taxes,1667,"123 Example St, City, State 1667",2025-06-02,3,35.18,0.0,77.97,2010,7191,0.0,0.0,0,True,True,1
Loan Modification,1668,"123 Example St, City, State 1668",2023-05-30,1,70.29,0.0,33.03,2010,9685,0.0,0.0,2,True,True,1
Unpaid Taxes,1669,"123 Example St, City, State 1669",2018-02-18,5,89.43,0.0,30.61,2027,6252,0.0,0.0,7,True,True,1
Loan Modification,1670,"123 Example St, City, State 1670",2023-06-08,3,30.01,0.0,23.11,2016,1758,0.0,0.0,2,False,True,1
Lien,1671,"123 Example St, City, State 1671",2015-07-02,4,29.47,0.0,32.42,2028,8240,0.0,0.0,10,True,True,1
Short Sale,1672,"123 Example St, City, State 1672",2018-05-01,5,90.11,0.0,33.31,2028,9257,0.0,0.0,7,True,True,1
Loan Modification,1673,"123 Example St, City, State 1673",2015-12-09,4,15.2,0.0,36.31,2019,9355,0.0,0.0,10,True,True,1
Lien,1674,"123 Example St, City, State 1674",2031-08-20,2,90.36,0.0,40.14,2030,6182,0.0,0.0,-6,True,True,1
Unpaid Taxes,1675,"123 Example St, City, State 1675",2015-07-28,0,19.96,0.0,33.39,2011,2378,0.0,0.0,10,False,True,1
Short Sale,1676,"123 Example St, City, State 1676",2024-08-08,1,86.81,0.0,40.0,2013,5911,0.0,0.0,1,True,True,1
Lien,1677,"123 Example St, City, State 1677",2018-04-23,0,55.92,0.0,56.89,2024,5571,0.0,0.0,7,True,True,1
Title Issues,1678,"123 Example St, City, State 1678",2031-08-19,0,79.41,0.0,27.41,2010,1595,0.0,0.0,-6,False,True,1
Lien,1679,"123 Example St, City, State 1679",2034-08-07,1,7.55,0.0,71.14,2018,3568,0.0,0.0,-9,False,True,1
Title Issues,1680,"123 Example St, City, State 1680",2031-06-09,0,92.73,0.0,65.8,2016,2919,0.0,0.0,-6,False,True,1
Lien,1681,"123 Example St, City, State 1681",2028-03-01,4,49.56,0.0,39.34,2012,3923,0.0,0.0,-3,False,True,1
Short Sale,1682,"123 Example St, City, State 1682",2029-07-02,3,38.16,0.0,72.59,2024,6945,0.0,0.0,-4,True,True,1
Loan Modification,1683,"123 Example St, City, State 1683",2033-07-15,2,74.9,0.0,23.76,2022,1653,0.0,0.0,-8,False,True,0
Lien,1684,"123 Example St, City, State 1684",2029-07-30,5,93.06,0.0,28.44,2017,1103,0.0,0.0,-4,False,True,1
Unpaid Taxes,1685,"123 Example St, City, State 1685",2031-11-30,5,36.59,0.0,51.25,2010,6091,0.0,0.0,-6,True,True,1
Foreclosure,1686,"123 Example St, City, State 1686",2015-10-30,0,78.57,0.0,68.28,2020,2205,0.0,0.0,10,False,True,0
Loan Modification,1687,"123 Example St, City, State 1687",2022-09-17,2,65.05,0.0,36.59,2020,1823,0.0,0.0,3,False,True,0
Loan Modification,1688,"123 Example St, City, State 1688",2015-05-20,4,73.09,0.0,46.88,2011,3445,0.0,0.0,10,False,True,1
Loan Modification,1689,"123 Example St, City, State 1689",2022-10-23,0,73.31,0.0,77.69,2018,4178,0.0,0.0,3,False,True,1
Probate,1690,"123 Example St, City, State 1690",2025-07-31,4,62.8,0.0,30.07,2015,3534,0.0,0.0,0,False,True,1
Unpaid Taxes,1691,"123 Example St, City, State 1691",2027-04-06,1,55.91,0.0,50.27,2014,2538,0.0,0.0,-2,False,True,1
Bankruptcy,1692,"123 Example St, City, State 1692",2029-07-08,4,73.37,0.0,77.09,2013,8151,0.0,0.0,-4,True,True,1
Loan Modification,1693,"123 Example St, City, State 1693",2032-01-15,4,13.28,0.0,67.57,2030,6061,0.0,0.0,-7,True,True,1
Loan Modification,1694,"123 Example St, City, State 1694",2033-07-13,4,56.28,0.0,27.56,2017,2843,0.0,0.0,-8,False,True,1
HOA Violations,1695,"123 Example St, City, State 1695",2022-12-04,0,71.44,0.0,28.04,2019,1391,0.0,0.0,3,False,True,1
Short Sale,1696,"123 Example St, City, State 1696",2026-08-03,2,75.38,0.0,47.77,2021,1071,0.0,0.0,-1,False,True,0
Property Damage,1697,"123 Example St, City, State 1697",2033-07-19,0,49.43,0.0,79.81,2019,3275,0.0,0.0,-8,False,True,1
Unpaid Taxes,1698,"123 Example St, City, State 1698",2023-11-13,1,58.19,0.0,38.79,2016,8119,0.0,0.0,2,True,True,1
Title Issues,1699,"123 Example St, City, State 1699",2022-08-13,3,72.03,0.0,30.78,2019,5016,0.0,0.0,3,True,True,1
Loan Modification,1700,"123 Example St, City, State 1700",2034-03-01,5,55.72,0.0,73.89,2011,9063,0.0,0.0,-9,True,True,1
Probate,1701,"123 Example St, City, State 1701",2021-01-02,0,35.58,0.0,32.36,2026,8530,0.0,0.0,4,True,True,1
Property Damage,1702,"123 Example St, City, State 1702",2022-10-03,1,36.04,0.0,42.39,2027,8192,0.0,0.0,3,True,True,1
Unpaid Taxes,1703,"123 Example St, City, State 1703",2021-08-21,1,81.08,0.0,66.04,2014,9452,0.0,0.0,4,True,True,1
Unpaid Taxes,1704,"123 Example St, City, State 1704",2029-09-17,0,23.75,0.0,72.97,2013,2158,0.0,0.0,-4,False,True,1
Foreclosure,1705,"123 Example St, City, State 1705",2028-06-22,1,76.4,0.0,24.24,2016,6828,0.0,0.0,-3,True,True,1
Unpaid Taxes,1706,"123 Example St, City, State 1706",2025-03-12,5,58.77,0.0,67.23,2022,1948,0.0,0.0,0,False,True,1
Lien,1707,"123 Example St, City, State 1707",2015-01-20,2,29.86,0.0,67.4,2028,6839,0.0,0.0,10,True,True,1
Property Damage,1708,"123 Example St, City, State 1708",2033-07-19,0,20.74,0.0,60.77,2017,3261,0.0,0.0,-8,False,True,1
Short Sale,1709,"123 Example St, City, State 1709",2034-11-22,3,58.06,0.0,79.7,2023,7499,0.0,0.0,-9,True,True,1
Bankruptcy,1710,"123 Example St, City, State 1710",2025-03-03,0,11.0,0.0,75.09,2018,4830,0.0,0.0,0,False,True,1
Loan Modification,1711,"123 Example St, City, State 1711",2019-01-08,4,12.0,0.0,78.0,2011,7801,0.0,0.0,6,True,True,1
Short Sale,1712,"123 Example St, City, State 1712",2026-04-25,1,17.72,0.0,55.69,2015,7982,0.0,0.0,-1,True,True,1
Foreclosure,1713,"123 Example St, City, State 1713",2024-11-21,0,88.77,0.0,43.09,2028,9456,0.0,0.0,1,True,True,1
Title Issues,1714,"123 Example St, City, State 1714",2031-03-25,4,7.0,0.0,65.42,2022,5883,0.0,0.0,-6,True,True,1
Title Issues,1715,"123 Example St, City, State 1715",2021-07-11,1,46.09,0.0,32.04,2030,5210,0.0,0.0,4,True,True,1
Unpaid Taxes,1716,"123 Example St, City, State 1716",2021-01-22,3,73.05,0.0,30.55,2026,5470,0.0,0.0,4,True,True,1
Loan Modification,1717,"123 Example St, City, State 1717",2016-07-16,0,87.53,0.0,37.53,2014,5115,0.0,0.0,9,True,True,1
Unpaid Taxes,1718,"123 Example St, City, State 1718",2024-11-21,5,69.94,0.0,62.85,2010,5328,0.0,0.0,1,True,True,1
Foreclosure,1719,"123 Example St, City, State 1719",2016-03-04,2,69.44,0.0,77.74,2017,9460,0.0,0.0,9,True,True,1
Title Issues,1720,"123 Example St, City, State 1720",2028-02-27,0,35.01,0.0,75.93,2029,6360,0.0,0.0,-3,True,True,1
Property Damage,1721,"123 Example St, City, State 1721",2026-05-12,2,52.05,0.0,69.66,2022,6843,0.0,0.0,-1,True,True,1
Unpaid Taxes,1722,"123 Example St, City, State 1722",2029-01-16,3,83.54,0.0,43.39,2028,9388,0.0,0.0,-4,True,True,1
HOA Violations,1723,"123 Example St, City, State 1723",2032-01-26,4,7.71,0.0,31.49,2014,8428,0.0,0.0,-7,True,True,1
Lien,1724,"123 Example St, City, State 1724",2025-12-30,4,46.78,0.0,44.2,2019,1237,0.0,0.0,0,False,True,1
Title Issues,1725,"123 Example St, City, State 1725",2017-01-06,2,69.46,0.0,23.46,2010,5194,0.0,0.0,8,True,True,1
HOA Violations,1726,"123 Example St, City, State 1726",2017-06-28,1,73.87,0.0,50.25,2014,7327,0.0,0.0,8,True,True,1
Probate,1727,"123 Example St, City, State 1727",2017-04-15,5,59.41,0.0,62.8,2027,5575,0.0,0.0,8,True,True,1
Title Issues,1728,"123 Example St, City, State 1728",2031-01-16,2,70.77,0.0,62.72,2017,4549,0.0,0.0,-6,False,True,1
HOA Violations,1729,"123 Example St, City, State 1729",2020-03-06,4,63.64,0.0,65.38,2022,5333,0.0,0.0,5,True,True,1
Title Issues,1730,"123 Example St, City, State 1730",2019-08-14,2,26.94,0.0,24.8,2026,3126,0.0,0.0,6,False,True,0
Foreclosure,1731,"123 Example St, City, State 1731",2028-05-12,4,52.5,0.0,25.24,2026,5898,0.0,0.0,-3,True,True,1
Loan Modification,1732,"123 Example St, City, State 1732",2023-04-11,2,39.82,0.0,22.46,2016,3662,0.0,0.0,2,False,True,1
Property Damage,1733,"123 Example St, City, State 1733",2022-03-10,5,46.58,0.0,32.51,2024,7852,0.0,0.0,3,True,True,1
Foreclosure,1734,"123 Example St, City, State 1734",2022-01-24,2,9.88,0.0,54.33,2030,7964,0.0,0.0,3,True,True,1
Short Sale,1735,"123 Example St, City, State 1735",2015-09-30,0,36.76,0.0,68.25,2014,2875,0.0,0.0,10,False,True,1
Lien,1736,"123 Example St, City, State 1736",2018-07-04,3,33.82,0.0,75.15,2020,5381,0.0,0.0,7,True,True,1
Property Damage,1737,"123 Example St, City, State 1737",2027-07-29,4,73.56,0.0,56.67,2020,7818,0.0,0.0,-2,True,True,1
Foreclosure,1738,"123 Example St, City, State 1738",2031-12-23,2,28.82,0.0,28.86,2014,4124,0.0,0.0,-6,False,True,1
Foreclosure,1739,"123 Example St, City, State 1739",2031-07-31,1,93.11,0.0,45.07,2014,4466,0.0,0.0,-6,False,True,1
Title Issues,1740,"123 Example St, City, State 1740",2016-09-22,1,12.17,0.0,44.91,2018,3431,0.0,0.0,9,False,True,1
Unpaid Taxes,1741,"123 Example St, City, State 1741",2029-07-08,4,71.87,0.0,76.58,2029,6301,0.0,0.0,-4,True,True,1
Foreclosure,1742,"123 Example St, City, State 1742",2027-09-12,5,55.81,0.0,60.95,2018,1132,0.0,0.0,-2,False,True,1
Probate,1743,"123 Example St, City, State 1743",2020-06-13,5,21.65,0.0,36.15,2024,3375,0.0,0.0,5,False,True,1
Bankruptcy,1744,"123 Example St, City, State 1744",2015-12-16,1,51.56,0.0,34.95,2023,3476,0.0,0.0,10,False,True,0
Loan Modification,1745,"123 Example St, City, State 1745",2023-01-04,3,16.59,0.0,60.59,2017,5938,0.0,0.0,2,True,True,1
Title Issues,1746,"123 Example St, City, State 1746",2028-01-08,3,37.55,0.0,74.05,2014,4485,0.0,0.0,-3,False,True,1
HOA Violations,1747,"123 Example St, City, State 1747",2034-01-30,1,21.27,0.0,72.22,2025,4231,0.0,0.0,-9,False,True,0
Loan Modification,1748,"123 Example St, City, State 1748",2029-02-15,1,31.98,0.0,27.27,2025,1848,0.0,0.0,-4,False,True,0
Foreclosure,1749,"123 Example St, City, State 1749",2024-04-30,1,92.67,0.0,40.89,2020,8100,0.0,0.0,1,True,True,1
Probate,1750,"123 Example St, City, State 1750",2025-07-02,0,83.86,0.0,51.15,2016,2141,0.0,0.0,0,False,True,1
Title Issues,1751,"123 Example St, City, State 1751",2031-03-23,3,67.44,0.0,70.36,2014,1482,0.0,0.0,-6,False,True,1
Loan Modification,1752,"123 Example St, City, State 1752",2016-10-04,0,35.83,0.0,67.67,2030,3142,0.0,0.0,9,False,True,0
Probate,1753,"123 Example St, City, State 1753",2021-02-27,0,63.69,0.0,43.26,2019,5129,0.0,0.0,4,True,True,1
Bankruptcy,1754,"123 Example St, City, State 1754",2029-05-04,5,63.43,0.0,45.75,2024,7343,0.0,0.0,-4,True,True,1
HOA Violations,1755,"123 Example St, City, State 1755",2019-07-14,4,34.43,0.0,57.33,2020,8744,0.0,0.0,6,True,True,1
Loan Modification,1756,"123 Example St, City, State 1756",2020-06-08,5,38.86,0.0,70.53,2020,3851,0.0,0.0,5,False,True,1
Title Issues,1757,"123 Example St, City, State 1757",2030-04-07,3,59.76,0.0,61.14,2027,1523,0.0,0.0,-5,False,True,1
Probate,1758,"123 Example St, City, State 1758",2032-01-15,3,77.49,0.0,25.67,2014,7232,0.0,0.0,-7,True,True,1
Lien,1759,"123 Example St, City, State 1759",2029-07-12,0,73.19,0.0,41.52,2018,4066,0.0,0.0,-4,False,True,1
Property Damage,1760,"123 Example St, City, State 1760",2020-06-15,5,40.13,0.0,33.85,2023,2186,0.0,0.0,5,False,True,1
Title Issues,1761,"123 Example St, City, State 1761",2032-03-10,3,40.71,0.0,38.32,2025,8813,0.0,0.0,-7,True,True,1
Short Sale,1762,"123 Example St, City, State 1762",2017-02-21,4,64.66,0.0,73.56,2020,1386,0.0,0.0,8,False,True,1
Foreclosure,1763,"123 Example St, City, State 1763",2022-02-23,1,75.72,0.0,52.61,2030,9190,0.0,0.0,3,True,True,1
Unpaid Taxes,1764,"123 Example St, City, State 1764",2016-09-20,5,73.89,0.0,36.91,2028,9854,0.0,0.0,9,True,True,1
Property Damage,1765,"123 Example St, City, State 1765",2019-05-07,5,67.91,0.0,77.48,2022,1577,0.0,0.0,6,False,True,1
Lien,1766,"123 Example St, City, State 1766",2029-04-23,0,46.13,0.0,53.48,2028,7804,0.0,0.0,-4,True,True,1
Unpaid Taxes,1767,"123 Example St, City, State 1767",2023-07-17,0,48.87,0.0,62.24,2029,8789,0.0,0.0,2,True,True,1
HOA Violations,1768,"123 Example St, City, State 1768",2027-08-26,3,22.74,0.0,39.61,2017,1140,0.0,0.0,-2,False,True,1
Short Sale,1769,"123 Example St, City, State 1769",2016-08-09,0,57.11,0.0,30.78,2029,3850,0.0,0.0,9,False,True,0
HOA Violations,1770,"123 Example St, City, State 1770",2015-10-07,4,93.01,0.0,25.45,2029,7982,0.0,0.0,10,True,True,1
Lien,1771,"123 Example St, City, State 1771",2032-09-01,2,7.97,0.0,46.39,2023,3163,0.0,0.0,-7,False,True,1
HOA Violations,1772,"123 Example St, City, State 1772",2022-04-07,5,41.42,0.0,78.67,2016,5156,0.0,0.0,3,True,True,1
Probate,1773,"123 Example St, City, State 1773",2033-06-21,3,51.51,0.0,30.0,2014,7317,0.0,0.0,-8,True,True,1
Lien,1774,"123 Example St, City, State 1774",2034-09-13,4,13.38,0.0,52.0,2026,3798,0.0,0.0,-9,False,True,1
Lien,1775,"123 Example St, City, State 1775",2024-05-07,4,50.76,0.0,58.87,2011,6038,0.0,0.0,1,True,True,1
Title Issues,1776,"123 Example St, City, State 1776",2033-01-09,0,5.01,0.0,79.09,2026,3403,0.0,0.0,-8,False,True,1
Property Damage,1777,"123 Example St, City, State 1777",2019-09-19,1,26.33,0.0,61.79,2030,8770,0.0,0.0,6,True,True,1
Short Sale,1778,"123 Example St, City, State 1778",2019-02-10,0,87.28,0.0,23.61,2012,2957,0.0,0.0,6,False,True,1
Foreclosure,1779,"123 Example St, City, State 1779",2025-01-04,2,92.29,0.0,63.58,2025,2845,0.0,0.0,0,False,True,0
Bankruptcy,1780,"123 Example St, City, State 1780",2025-07-31,1,10.96,0.0,43.26,2027,1043,0.0,0.0,0,False,True,1
HOA Violations,1781,"123 Example St, City, State 1781",2019-06-19,0,86.78,0.0,23.28,2025,6302,0.0,0.0,6,True,True,1
Foreclosure,1782,"123 Example St, City, State 1782",2034-01-03,5,19.63,0.0,59.67,2020,3861,0.0,0.0,-9,False,True,1
Probate,1783,"123 Example St, City, State 1783",2031-08-14,5,68.15,0.0,76.63,2014,9274,0.0,0.0,-6,True,True,1
Loan Modification,1784,"123 Example St, City, State 1784",2020-05-09,3,69.98,0.0,73.13,2013,5645,0.0,0.0,5,True,True,1
Bankruptcy,1785,"123 Example St, City, State 1785",2029-08-08,0,76.4,0.0,61.91,2011,9001,0.0,0.0,-4,True,True,1
Foreclosure,1786,"123 Example St, City, State 1786",2023-01-16,4,68.87,0.0,70.53,2026,9958,0.0,0.0,2,True,True,1
HOA Violations,1787,"123 Example St, City, State 1787",2017-02-09,2,39.65,0.0,20.34,2025,1104,0.0,0.0,8,False,True,0
Bankruptcy,1788,"123 Example St, City, State 1788",2031-10-20,4,52.16,0.0,57.52,2019,8366,0.0,0.0,-6,True,True,1
