Real Estate Home Knowledge,Property ID,Address,Last Sale Date,Previous Owners Count,Equity Percentage,Mortgage Default History,Loan-to-Value (LTV) Ratio,Tax Delinquency Year,Liens Amount,Bankruptcy Status,Foreclosure Status
Bankruptcy,1359,"123 Example St, City, State 1359",2026-04-16,3,57.33,True,70.79,2029,3704,True,True
Property Damage,1360,"123 Example St, City, State 1360",2026-07-21,2,21.37,True,45.18,2027,3198,False,False
Loan Modification,1361,"123 Example St, City, State 1361",2019-02-14,3,20.74,True,54.07,2016,6231,True,True
Loan Modification,1362,"123 Example St, City, State 1362",2015-04-27,2,32.74,False,41.05,2015,5780,True,True
Lien,1363,"123 Example St, City, State 1363",2033-03-29,4,24.44,True,43.87,2013,9644,False,False
HOA Violations,1364,"123 Example St, City, State 1364",2015-09-14,1,54.32,True,75.02,2012,3633,True,False
Property Damage,1365,"123 Example St, City, State 1365",2021-06-04,2,37.15,True,44.88,2030,8831,True,False
Unpaid Taxes,1366,"123 Example St, City, State 1366",2028-02-29,0,82.19,False,31.24,2012,6954,False,True
Title Issues,1367,"123 Example St, City, State 1367",2017-06-08,4,40.58,False,61.94,2013,2408,True,True
Lien,1368,"123 Example St, City, State 1368",2033-01-08,3,38.05,False,34.25,2027,7658,True,True
Loan Modification,1369,"123 Example St, City, State 1369",2026-06-11,3,36.91,False,31.33,2018,5723,False,False
Foreclosure,1370,"123 Example St, City, State 1370",2026-03-25,2,61.13,True,57.59,2010,5315,False,False
Probate,1371,"123 Example St, City, State 1371",2021-02-23,3,88.65,False,59.45,2013,1918,True,False
Foreclosure,1372,"123 Example St, City, State 1372",2031-02-06,3,83.93,False,46.69,2014,5104,False,False
Probate,1373,"123 Example St, City, State 1373",2021-02-17,1,8.92,True,48.43,2027,1576,True,False
Bankruptcy,1374,"123 Example St, City, State 1374",2033-02-26,0,17.14,True,41.59,2030,2998,False,True
Short Sale,1375,"123 Example St, City, State 1375",2029-02-21,3,58.16,True,27.25,2025,9220,False,True
Unpaid Taxes,1376,"123 Example St, City, State 1376",2027-09-01,4,42.92,False,45.38,2013,4895,True,False
Loan Modification,1377,"123 Example St, City, State 1377",2028-08-05,4,43.19,True,39.9,2010,4190,False,True
Short Sale,1378,"123 Example St, City, State 1378",2020-01-23,5,15.98,False,52.29,2021,7726,True,False
Unpaid Taxes,1379,"123 Example St, City, State 1379",2022-05-15,0,71.93,False,59.86,2017,7543,False,False
Probate,1380,"123 Example St, City, State 1380",2029-02-17,5,71.31,False,52.79,2030,1259,True,False
Probate,1381,"123 Example St, City, State 1381",2023-01-25,1,31.73,False,27.37,2026,3832,True,False
Foreclosure,1382,"123 Example St, City, State 1382",2023-06-04,5,60.36,True,60.81,2023,7822,False,True
Unpaid Taxes,1383,"123 Example St, City, State 1383",2028-06-23,0,47.13,False,73.79,2026,8310,True,False
Unpaid Taxes,1384,"123 Example St, City, State 1384",2033-04-08,2,90.1,True,77.74,2027,2644,True,True
Lien,1385,"123 Example St, City, State 1385",2016-07-20,3,48.04,True,46.13,2020,8432,False,True
Short Sale,1386,"123 Example St, City, State 1386",2026-11-03,5,45.04,False,67.19,2019,5988,False,False
Unpaid Taxes,1387,"123 Example St, City, State 1387",2030-06-06,0,74.73,True,37.05,2020,8774,False,False
Bankruptcy,1388,"123 Example St, City, State 1388",2030-01-17,5,51.16,False,71.73,2011,2396,False,True
Title Issues,1389,"123 Example St, City, State 1389",2025-11-20,4,14.57,False,21.08,2026,1688,True,False
Foreclosure,1390,"123 Example St, City, State 1390",2015-08-06,4,9.6,False,45.07,2019,3979,True,True
Bankruptcy,1391,"123 Example St, City, State 1391",2015-01-31,4,34.66,True,74.14,2011,4582,True,False
Loan Modification,1392,"123 Example St, City, State 1392",2030-09-23,3,89.29,True,60.73,2013,8404,True,False
HOA Violations,1393,"123 Example St, City, State 1393",2027-02-17,4,58.77,False,46.33,2011,5234,True,False
Property Damage,1394,"123 Example St, City, State 1394",2026-08-14,1,24.12,False,33.66,2013,4442,False,True
Bankruptcy,1395,"123 Example St, City, State 1395",2033-06-02,3,9.28,False,24.56,2020,2339,False,False
Lien,1396,"123 Example St, City, State 1396",2021-03-26,2,5.3,True,74.65,2013,4276,False,False
Foreclosure,1397,"123 Example St, City, State 1397",2016-08-18,3,94.2,False,74.86,2019,2636,False,True
Loan Modification,1398,"123 Example St, City, State 1398",2023-04-01,4,32.52,False,58.12,2010,5526,True,True
Unpaid Taxes,1399,"123 Example St, City, State 1399",2024-03-14,5,13.56,False,52.17,2022,3986,True,True
HOA Violations,1400,"123 Example St, City, State 1400",2026-09-05,4,70.27,True,41.25,2016,7478,False,False
Short Sale,1401,"123 Example St, City, State 1401",2023-07-17,0,27.27,False,46.38,2021,8195,True,True
Lien,1402,"123 Example St, City, State 1402",2016-10-28,3,8.86,True,50.96,2010,7490,False,False
Foreclosure,1403,"123 Example St, City, State 1403",2027-08-10,3,81.14,False,34.11,2020,9679,False,True
Short Sale,1404,"123 Example St, City, State 1404",2017-07-13,5,24.95,True,41.61,2014,1946,True,True
Short Sale,1405,"123 Example St, City, State 1405",2028-02-25,0,52.46,True,49.42,2019,8355,True,True
Loan Modification,1406,"123 Example St, City, State 1406",2015-05-20,3,93.0,False,63.33,2015,7981,False,True
Loan Modification,1407,"123 Example St, City, State 1407",2019-03-03,1,74.21,False,66.19,2026,1057,True,True
Title Issues,1408,"123 Example St, City, State 1408",2033-08-04,5,87.95,False,45.58,2027,9786,True,False
Unpaid Taxes,1409,"123 Example St, City, State 1409",2028-12-29,0,36.03,False,30.23,2019,4106,False,False
Probate,1410,"123 Example St, City, State 1410",2024-06-24,2,67.73,False,42.79,2028,5972,True,True
Unpaid Taxes,1411,"123 Example St, City, State 1411",2033-10-07,3,74.57,False,46.16,2010,8065,True,True
Probate,1412,"123 Example St, City, State 1412",2024-11-18,1,39.29,False,76.89,2016,5702,True,False
Bankruptcy,1413,"123 Example St, City, State 1413",2028-07-03,5,21.52,True,40.77,2024,9500,False,False
Unpaid Taxes,1414,"123 Example St, City, State 1414",2018-06-24,0,21.09,True,40.25,2012,3741,True,True
Foreclosure,1415,"123 Example St, City, State 1415",2034-09-14,4,40.64,False,42.66,2015,3433,True,False
Probate,1416,"123 Example St, City, State 1416",2029-12-06,0,90.51,True,57.79,2025,7904,True,False
Lien,1417,"123 Example St, City, State 1417",2025-12-21,1,50.21,True,70.75,2012,9553,False,False
Loan Modification,1418,"123 Example St, City, State 1418",2031-11-25,5,56.27,False,63.75,2014,3505,False,False
Foreclosure,1419,"123 Example St, City, State 1419",2022-08-02,2,81.88,False,71.71,2017,2027,True,True
Bankruptcy,1420,"123 Example St, City, State 1420",2031-05-04,5,37.04,False,55.55,2020,4639,False,False
Lien,1421,"123 Example St, City, State 1421",2029-10-29,3,30.54,True,47.64,2017,5985,True,True
Unpaid Taxes,1422,"123 Example St, City, State 1422",2022-09-22,2,72.73,False,20.44,2012,8946,False,True
Loan Modification,1423,"123 Example St, City, State 1423",2019-04-06,2,55.26,True,37.04,2026,1535,False,False
Loan Modification,1424,"123 Example St, City, State 1424",2017-07-07,5,6.35,True,44.95,2022,4793,False,True
Loan Modification,1425,"123 Example St, City, State 1425",2031-08-21,0,42.23,True,47.17,2029,9730,True,False
Short Sale,1426,"123 Example St, City, State 1426",2030-10-22,0,56.0,False,69.29,2017,5947,False,False
Bankruptcy,1427,"123 Example St, City, State 1427",2018-03-07,0,52.31,False,39.66,2028,4904,True,False
Foreclosure,1428,"123 Example St, City, State 1428",2015-09-03,0,31.58,True,61.46,2018,5964,True,False
Title Issues,1429,"123 Example St, City, State 1429",2033-03-29,2,75.94,True,78.37,2015,7164,False,False
Property Damage,1430,"123 Example St, City, State 1430",2034-07-07,3,80.23,True,30.29,2029,7736,False,True
Short Sale,1431,"123 Example St, City, State 1431",2023-02-18,0,46.04,False,55.61,2014,4712,False,False
Title Issues,1432,"123 Example St, City, State 1432",2030-01-17,1,32.08,False,48.45,2026,1696,False,True
Bankruptcy,1433,"123 Example St, City, State 1433",2023-10-21,3,85.98,False,74.26,2010,1753,False,False
Title Issues,1434,"123 Example St, City, State 1434",2027-02-05,1,10.61,True,65.28,2024,6896,True,True
Unpaid Taxes,1435,"123 Example St, City, State 1435",2020-05-30,3,23.78,False,36.65,2014,7598,True,True
Lien,1436,"123 Example St, City, State 1436",2029-08-01,3,80.05,True,33.88,2019,6990,True,False
Foreclosure,1437,"123 Example St, City, State 1437",2022-07-17,5,7.56,True,52.39,2015,7682,False,True
Unpaid Taxes,1438,"123 Example St, City, State 1438",2023-11-01,4,49.02,True,77.96,2029,2575,True,True
Foreclosure,1439,"123 Example St, City, State 1439",2029-03-02,1,86.59,False,79.57,2025,4769,False,True
Probate,1440,"123 Example St, City, State 1440",2018-02-05,3,29.84,True,73.55,2019,6967,True,True
Loan Modification,1441,"123 Example St, City, State 1441",2020-10-07,0,89.8,True,66.98,2023,8877,True,False
Short Sale,1442,"123 Example St, City, State 1442",2015-08-27,3,90.46,False,76.88,2024,8545,False,False
Title Issues,1443,"123 Example St, City, State 1443",2033-05-23,2,87.04,True,27.63,2025,2464,False,True
Property Damage,1444,"123 Example St, City, State 1444",2031-04-20,2,29.85,True,70.77,2022,5475,False,True
Bankruptcy,1445,"123 Example St, City, State 1445",2031-05-30,4,36.86,False,60.16,2022,7339,False,True
Property Damage,1446,"123 Example St, City, State 1446",2034-11-29,0,25.84,True,73.22,2011,3642,True,True
Loan Modification,1447,"123 Example St, City, State 1447",2018-11-05,4,29.85,True,54.11,2012,5922,False,True
Unpaid Taxes,1448,"123 Example St, City, State 1448",2033-03-01,2,80.39,False,78.7,2028,8044,True,True
Probate,1449,"123 Example St, City, State 1449",2027-11-13,5,74.95,True,51.01,2022,4913,True,True
Title Issues,1450,"123 Example St, City, State 1450",2017-01-09,2,85.6,True,45.9,2011,7125,False,False
Unpaid Taxes,1451,"123 Example St, City, State 1451",2032-01-31,0,5.9,True,57.47,2022,7579,True,False
Short Sale,1452,"123 Example St, City, State 1452",2026-09-24,1,6.87,True,35.36,2025,2615,True,True
Property Damage,1453,"123 Example St, City, State 1453",2016-11-22,0,58.04,True,79.13,2021,5320,False,True
Loan Modification,1454,"123 Example St, City, State 1454",2030-08-20,2,62.65,False,70.44,2018,2022,True,True
Unpaid Taxes,1455,"123 Example St, City, State 1455",2025-03-19,5,9.88,True,54.51,2027,2027,False,False
Unpaid Taxes,1456,"123 Example St, City, State 1456",2034-05-26,5,93.68,True,25.6,2022,2402,False,True
Bankruptcy,1457,"123 Example St, City, State 1457",2027-12-28,5,20.34,False,54.86,2028,4004,True,False
Unpaid Taxes,1458,"123 Example St, City, State 1458",2033-02-01,4,31.83,False,79.33,2023,4954,True,True
Property Damage,1459,"123 Example St, City, State 1459",2027-02-20,5,45.26,True,58.6,2015,2088,False,True
Probate,1460,"123 Example St, City, State 1460",2030-01-27,2,75.96,True,64.27,2012,9613,True,True
Bankruptcy,1461,"123 Example St, City, State 1461",2033-05-24,4,6.88,False,26.0,2016,7569,True,False
HOA Violations,1462,"123 Example St, City, State 1462",2032-02-27,0,20.94,False,32.74,2024,9541,False,False
Probate,1463,"123 Example St, City, State 1463",2020-10-01,3,14.51,False,73.28,2022,1184,True,False
Probate,1464,"123 Example St, City, State 1464",2016-09-06,5,48.98,True,20.88,2026,1448,False,True
Title Issues,1465,"123 Example St, City, State 1465",2022-11-11,1,57.91,True,51.2,2019,7539,False,True
Short Sale,1466,"123 Example St, City, State 1466",2033-10-24,3,41.86,True,71.59,2025,8831,True,False
Probate,1467,"123 Example St, City, State 1467",2032-04-26,0,92.26,False,38.27,2030,5558,False,True
Unpaid Taxes,1468,"123 Example St, City, State 1468",2017-02-26,5,41.57,True,33.17,2015,6729,True,False
Bankruptcy,1469,"123 Example St, City, State 1469",2020-04-26,3,87.04,False,54.8,2019,9938,True,False
Bankruptcy,1470,"123 Example St, City, State 1470",2021-12-25,3,6.7,False,76.83,2021,9344,True,True
Title Issues,1471,"123 Example St, City, State 1471",2032-03-19,1,81.91,False,48.69,2019,8142,True,False
Probate,1472,"123 Example St, City, State 1472",2031-12-30,5,34.93,True,79.81,2025,4854,True,False
Property Damage,1473,"123 Example St, City, State 1473",2026-12-19,1,10.11,False,49.7,2012,5446,True,True
Probate,1474,"123 Example St, City, State 1474",2027-01-25,2,27.8,True,74.05,2014,8657,False,False
Unpaid Taxes,1475,"123 Example St, City, State 1475",2034-09-06,0,55.42,True,67.16,2011,2657,False,False
Probate,1476,"123 Example St, City, State 1476",2026-09-19,0,78.19,False,29.14,2014,6002,False,False
Short Sale,1477,"123 Example St, City, State 1477",2024-08-02,3,37.68,False,70.07,2015,4894,False,False
Title Issues,1478,"123 Example St, City, State 1478",2020-09-08,5,40.15,True,51.6,2030,9290,True,False
Foreclosure,1479,"123 Example St, City, State 1479",2024-04-30,3,20.94,True,23.34,2012,5032,True,False
Property Damage,1480,"123 Example St, City, State 1480",2020-11-17,2,24.14,True,57.88,2012,4384,True,False
HOA Violations,1481,"123 Example St, City, State 1481",2032-02-13,1,44.39,False,45.5,2018,1399,False,True
Loan Modification,1482,"123 Example St, City, State 1482",2015-05-03,0,50.69,False,67.05,2012,8062,True,True
Title Issues,1483,"123 Example St, City, State 1483",2025-11-26,1,91.87,True,20.87,2019,9248,False,True
Bankruptcy,1484,"123 Example St, City, State 1484",2024-01-31,5,62.83,False,21.02,2028,5853,False,False
Probate,1485,"123 Example St, City, State 1485",2025-05-05,0,61.67,True,74.69,2020,1833,False,True
Bankruptcy,1486,"123 Example St, City, State 1486",2026-11-24,1,47.97,True,42.43,2026,5672,True,False
Title Issues,1487,"123 Example St, City, State 1487",2024-05-22,4,19.72,True,67.19,2010,6714,True,True
Loan Modification,1488,"123 Example St, City, State 1488",2029-06-08,5,12.19,True,35.25,2010,3932,True,False
Bankruptcy,1489,"123 Example St, City, State 1489",2020-04-14,1,64.22,True,36.33,2024,8420,True,True
Short Sale,1490,"123 Example St, City, State 1490",2032-08-22,4,84.68,False,50.08,2011,7299,True,True
Lien,1491,"123 Example St, City, State 1491",2033-12-05,2,75.96,True,74.34,2029,4799,False,False
Loan Modification,1492,"123 Example St, City, State 1492",2031-04-15,0,21.99,True,60.43,2023,5617,False,True
Probate,1493,"123 Example St, City, State 1493",2023-11-06,0,94.01,False,48.82,2021,2603,False,False
Lien,1494,"123 Example St, City, State 1494",2018-09-24,3,83.18,False,59.06,2021,2807,False,True
Probate,1495,"123 Example St, City, State 1495",2015-09-08,2,75.8,False,46.69,2014,9590,True,False
Title Issues,1496,"123 Example St, City, State 1496",2017-01-25,4,12.83,False,49.2,2025,7962,False,True
Lien,1497,"123 Example St, City, State 1497",2020-01-31,0,39.08,True,53.65,2019,6391,True,False
HOA Violations,1498,"123 Example St, City, State 1498",2034-11-09,1,57.18,True,30.86,2025,9754,False,True
Probate,1499,"123 Example St, City, State 1499",2020-03-09,0,70.42,False,67.98,2014,9013,False,True
Loan Modification,1500,"123 Example St, City, State 1500",2015-04-05,0,57.49,True,33.76,2020,6373,True,True
Foreclosure,1501,"123 Example St, City, State 1501",2028-04-20,4,42.51,False,58.45,2022,8649,True,True
Title Issues,1502,"123 Example St, City, State 1502",2020-02-07,1,71.01,True,26.79,2019,1851,False,False
Lien,1503,"123 Example St, City, State 1503",2022-09-30,1,84.49,True,43.74,2014,4697,True,False
Bankruptcy,1504,"123 Example St, City, State 1504",2027-06-17,3,70.25,True,72.27,2022,5240,True,True
Probate,1505,"123 Example St, City, State 1505",2015-07-16,1,81.28,False,76.88,2016,2178,False,False
HOA Violations,1506,"123 Example St, City, State 1506",2024-04-14,2,84.61,False,78.59,2014,8859,False,True
Loan Modification,1507,"123 Example St, City, State 1507",2018-11-10,2,79.79,False,36.1,2012,8933,False,True
Property Damage,1508,"123 Example St, City, State 1508",2021-08-29,5,75.28,False,31.69,2014,5950,False,False
Lien,1509,"123 Example St, City, State 1509",2018-09-07,2,67.48,True,76.69,2028,8638,False,False
Unpaid Taxes,1510,"123 Example St, City, State 1510",2021-04-12,3,57.81,True,72.32,2029,5573,True,False
HOA Violations,1511,"123 Example St, City, State 1511",2032-12-22,0,21.62,False,21.7,2016,9432,True,False
Unpaid Taxes,1512,"123 Example St, City, State 1512",2029-08-16,0,33.02,True,38.9,2030,1844,False,True
Unpaid Taxes,1513,"123 Example St, City, State 1513",2024-09-21,5,36.15,True,27.69,2020,7174,False,True
Bankruptcy,1514,"123 Example St, City, State 1514",2029-12-30,0,51.09,False,72.07,2018,7400,True,False
Bankruptcy,1515,"123 Example St, City, State 1515",2022-04-12,0,88.82,True,42.96,2015,1353,False,False
Loan Modification,1516,"123 Example St, City, State 1516",2015-03-12,5,64.99,True,36.91,2017,4001,True,True
Unpaid Taxes,1517,"123 Example St, City, State 1517",2026-12-21,3,53.19,True,72.72,2011,8504,True,True
Bankruptcy,1518,"123 Example St, City, State 1518",2020-08-03,0,22.38,False,53.0,2020,8767,False,True
Bankruptcy,1519,"123 Example St, City, State 1519",2023-10-10,4,68.12,True,31.0,2023,7719,False,False
Lien,1520,"123 Example St, City, State 1520",2028-04-14,5,14.12,True,28.29,2024,2683,True,False
Loan Modification,1521,"123 Example St, City, State 1521",2028-03-17,5,47.64,False,30.26,2021,3730,False,False
Title Issues,1522,"123 Example St, City, State 1522",2019-10-27,2,54.51,False,68.21,2027,2800,False,False
Lien,1523,"123 Example St, City, State 1523",2034-09-03,4,40.36,True,35.53,2021,7123,False,False
Unpaid Taxes,1524,"123 Example St, City, State 1524",2016-05-28,0,94.64,True,70.49,2026,8523,False,False
Bankruptcy,1525,"123 Example St, City, State 1525",2031-06-17,0,12.03,False,22.23,2027,5970,True,True
Lien,1526,"123 Example St, City, State 1526",2026-01-14,0,5.48,False,31.76,2020,9321,False,False
Lien,1527,"123 Example St, City, State 1527",2030-02-18,2,6.46,False,52.0,2019,8320,False,False
Short Sale,1528,"123 Example St, City, State 1528",2034-07-09,1,81.31,False,39.51,2023,7370,False,True
Title Issues,1529,"123 Example St, City, State 1529",2020-02-03,0,94.67,True,77.96,2017,5853,True,True
Property Damage,1530,"123 Example St, City, State 1530",2031-04-22,2,28.27,True,75.48,2014,1961,True,False
